method,dataset,aux_var,RMSE,RMedSE,failures_mean,failures_std,budget
DeepEST,imdb300AuxDS,Confidence_Score,0.0820507839704391,0.0779847462991601,17.166666666666668,2.7428066839912586,50
DeepEST,imdb300AuxDS,Prediction_Entropy,0.0891446080495152,0.0685314298408236,18.433333333333337,2.9558047312357094,50
DeepEST,imdbAuxDS,Confidence_Score,0.0907593645662285,0.0839433440255434,17.8,3.575780599610626,50
DeepEST,imdbAuxDS,Prediction_Entropy,0.0907549056529503,0.0747063318191521,17.8,3.925161977769088,50
DeepEST,SSTtestAuxDS,Confidence_Score,0.0786886909665406,0.0619571827899313,22.5,1.717054414417017,50
DeepEST,SSTtestAuxDS,Prediction_Entropy,0.0786671698132111,0.0598758323445237,20.933333333333337,2.598850320527472,50
GBS,imdb300AuxDS,Confidence_Score,0.0350380745285277,0.039,5.0,1.7811271131234423,50
GBS,imdb300AuxDS,Prediction_Entropy,0.0432319326424345,0.039,5.3,2.1837961253838185,50
GBS,imdbAuxDS,Confidence_Score,0.0295639420014765,0.0104,5.466666666666667,1.50248835748162,50
GBS,imdbAuxDS,Prediction_Entropy,0.0507269816435658,0.0411358724229838,5.933333333333334,2.545223157120064,50
GBS,SSTtestAuxDS,Confidence_Score,0.045953368415153,0.0374299835255353,4.633333333333334,2.204749314600161,50
GBS,SSTtestAuxDS,Prediction_Entropy,0.037884095016111,0.0374299835255353,3.5,1.889170589767208,50
RHC-S,imdb300AuxDS,Confidence_Score,0.048478347124616,0.0249177891655986,4.333333333333333,2.0733669657618843,50
RHC-S,imdb300AuxDS,Prediction_Entropy,0.0484689815063458,0.0339722863466672,15.566666666666666,2.908765982376356,50
RHC-S,imdbAuxDS,Confidence_Score,0.0545838059363892,0.0473828617227291,4.433333333333334,2.095698934243301,50
RHC-S,imdbAuxDS,Prediction_Entropy,0.0524789121151932,0.039078661016904,17.7,3.1529952918367683,50
RHC-S,SSTtestAuxDS,Confidence_Score,0.0397958378457292,0.0262683449183141,2.6333333333333333,1.3514572807192968,50
RHC-S,SSTtestAuxDS,Prediction_Entropy,0.0376912491952812,0.0271930638141155,16.466666666666665,2.725781549844239,50
SSRS,imdb300AuxDS,Confidence_Score,0.2974373883693844,0.2891729586251108,19.633333333333333,2.965122935560768,50
SSRS,imdb300AuxDS,Prediction_Entropy,0.2516419413902752,0.2492007223103496,17.266666666666666,3.061815253028531,50
SSRS,imdbAuxDS,Confidence_Score,0.311065095009603,0.2997668427294787,20.83333333333333,2.7678366173294773,50
SSRS,imdbAuxDS,Prediction_Entropy,0.2610295513283249,0.2597925326101579,18.23333333333333,3.0021065401082816,50
SSRS,SSTtestAuxDS,Confidence_Score,0.2759843723710204,0.2625700164744645,17.366666666666667,2.930026872106187,50
SSRS,SSTtestAuxDS,Prediction_Entropy,0.2893258156639506,0.2825700164744645,18.1,2.656806483290639,50
SUPS,imdb300AuxDS,Confidence_Score,0.0711386329754863,0.0461142941282534,18.7,3.435614686757243,50
SUPS,imdb300AuxDS,Prediction_Entropy,0.0501958095302763,0.0355568702613904,16.0,2.9827087896973667,50
SUPS,imdbAuxDS,Confidence_Score,0.0914888351753729,0.0472142547480122,20.5,4.006460300306373,50
SUPS,imdbAuxDS,Prediction_Entropy,0.0444829975520052,0.0335111182787936,17.6,3.348700211044321,50
SUPS,SSTtestAuxDS,Confidence_Score,0.0444565005112127,0.0303091650326328,21.866666666666667,3.8303086517689526,50
SUPS,SSTtestAuxDS,Prediction_Entropy,0.0361118853967078,0.0262334178903425,17.266666666666666,3.483293460696836,50
SRS,imdb300AuxDS,Confidence_Score,0.0419960315585492,0.039,4.933333333333334,2.132399220779638,50
SRS,imdb300AuxDS,Prediction_Entropy,0.0417572349020701,0.021,5.1,2.1229452540572358,50
SRS,imdbAuxDS,Confidence_Score,0.041213589991652,0.0295999999999999,5.6,2.0943273136144995,50
SRS,imdbAuxDS,Prediction_Entropy,0.0422045811099537,0.0304,5.433333333333334,2.1444930810596343,50
SRS,SSTtestAuxDS,Confidence_Score,0.0392372896211653,0.0374299835255353,3.866666666666666,1.995397001952819,50
SRS,SSTtestAuxDS,Prediction_Entropy,0.0382237960124813,0.0201644485339673,4.4,1.8680618759596253,50
2-UPS,imdb300AuxDS,Confidence_Score,0.0454311536365778,0.0284589018870388,4.566666666666666,2.387948670004176,50
2-UPS,imdb300AuxDS,Prediction_Entropy,0.0619402730533094,0.0571730129013939,1.933333333333333,1.7991057804352142,50
2-UPS,imdbAuxDS,Confidence_Score,0.0459480083614098,0.0408386845732851,5.6,2.283373185322162,50
2-UPS,imdbAuxDS,Prediction_Entropy,0.0716320558494188,0.0608210715934088,2.566666666666667,2.6611293082829137,50
2-UPS,SSTtestAuxDS,Confidence_Score,0.0425457773190104,0.0334785094756591,3.9,2.0401149392907354,50
2-UPS,SSTtestAuxDS,Prediction_Entropy,0.0618440212454798,0.0574299835255354,0.9333333333333332,0.980265035707122,50
DeepEST,imdb300AuxDS,Confidence_Score,0.0515462775086568,0.0308611480358596,35.666666666666664,3.526582142697856,100
DeepEST,imdb300AuxDS,Prediction_Entropy,0.0550336011368748,0.0281533147225015,36.7,3.8965059502956816,100
DeepEST,imdbAuxDS,Confidence_Score,0.0758082515207284,0.0620649538969828,37.66666666666666,4.866021056216283,100
DeepEST,imdbAuxDS,Prediction_Entropy,0.0738215973798336,0.0354273057303306,37.9,4.9225028677247735,100
DeepEST,SSTtestAuxDS,Confidence_Score,0.0370748883933815,0.033237633084261,29.3,1.7840287611722112,100
DeepEST,SSTtestAuxDS,Prediction_Entropy,0.051839856903471,0.0395237153460535,31.2,1.4239333576037017,100
GBS,imdb300AuxDS,Confidence_Score,0.0423280836640009,0.0300166620396072,11.8,3.942692935825322,100
GBS,imdb300AuxDS,Prediction_Entropy,0.0272946881279123,0.0253179778023443,9.966666666666669,2.7728154909994345,100
GBS,imdbAuxDS,Confidence_Score,0.030378062259905,0.0195999999999999,10.666666666666666,3.0663168216240657,100
GBS,imdbAuxDS,Prediction_Entropy,0.0275879200617468,0.0195999999999999,11.3,2.7934652809480327,100
GBS,SSTtestAuxDS,Confidence_Score,0.0297340183802872,0.0174299835255353,8.6,2.8958948352023635,100
GBS,SSTtestAuxDS,Prediction_Entropy,0.0268548856976199,0.0225700164744645,7.7,2.7310475443783786,100
RHC-S,imdb300AuxDS,Confidence_Score,0.0351897093528747,0.0301985580877314,8.666666666666666,2.8324880415894302,100
RHC-S,imdb300AuxDS,Prediction_Entropy,0.0576828496239324,0.0163859411326276,30.766666666666666,3.757138798876479,100
RHC-S,imdbAuxDS,Confidence_Score,0.0399274284286666,0.0239208074426473,9.333333333333334,2.820287749238674,100
RHC-S,imdbAuxDS,Prediction_Entropy,0.0276186267714015,0.0253304777707249,36.73333333333333,4.084734687989462,100
RHC-S,SSTtestAuxDS,Confidence_Score,0.0330699925524235,0.0216758706351809,6.066666666666666,2.625253135030697,100
RHC-S,SSTtestAuxDS,Prediction_Entropy,0.04023755002567,0.0152617770628899,30.53333333333333,3.148435115761625,100
SSRS,imdb300AuxDS,Confidence_Score,0.290548332181297,0.2940425139329345,38.8,4.604345773288536,100
SSRS,imdb300AuxDS,Prediction_Entropy,0.2560514271261407,0.259,35.43333333333333,3.784572433676904,100
SSRS,imdbAuxDS,Confidence_Score,0.2871239453615807,0.2797787697449539,39.333333333333336,4.971181316162278,100
SSRS,imdbAuxDS,Prediction_Entropy,0.2625826092235863,0.2646472369022581,36.9,4.633833595750224,100
SSRS,SSTtestAuxDS,Confidence_Score,0.3039247190644005,0.3125700164744646,37.96666666666667,3.253468529318267,100
SSRS,SSTtestAuxDS,Prediction_Entropy,0.2732688184907095,0.2676167291410334,34.833333333333336,3.649122079901273,100
SUPS,imdb300AuxDS,Confidence_Score,0.0548090302094426,0.0336985369699832,36.0,5.552259558674878,100
SUPS,imdb300AuxDS,Prediction_Entropy,0.0367707166653105,0.0240798532673985,33.266666666666666,4.660422752270986,100
SUPS,imdbAuxDS,Confidence_Score,0.031765450045937,0.0237887449332962,40.06666666666667,4.697272380445054,100
SUPS,imdbAuxDS,Prediction_Entropy,0.0366182676888604,0.0241467353942032,35.2,5.365277895556923,100
SUPS,SSTtestAuxDS,Confidence_Score,0.0460850565908023,0.0305628845229683,43.1,6.0306687454412025,100
SUPS,SSTtestAuxDS,Prediction_Entropy,0.028040911123678,0.0220306868559996,35.93333333333333,5.037331897312123,100
SRS,imdb300AuxDS,Confidence_Score,0.0293428015022424,0.021,10.5,2.956582369957723,100
SRS,imdb300AuxDS,Prediction_Entropy,0.0343850742813409,0.0200249843945008,9.933333333333334,3.493178903316392,100
SRS,imdbAuxDS,Confidence_Score,0.033726745074693,0.0204,11.333333333333334,3.4173324274264325,100
SRS,imdbAuxDS,Prediction_Entropy,0.030880846275105,0.0204,10.566666666666666,3.1037611591959413,100
SRS,SSTtestAuxDS,Confidence_Score,0.0243277284785742,0.0151955526366885,8.166666666666666,2.4365511710603167,100
SRS,SSTtestAuxDS,Prediction_Entropy,0.024691258617464,0.0174299835255353,7.8,2.5106668986271496,100
2-UPS,imdb300AuxDS,Confidence_Score,0.0304957246654131,0.0231603975214409,9.866666666666667,3.0820205344404576,100
2-UPS,imdb300AuxDS,Prediction_Entropy,0.0581668622771534,0.056099130892605,4.166666666666667,1.858500198683268,100
2-UPS,imdbAuxDS,Confidence_Score,0.0272030930166946,0.0135248904587446,9.9,2.720927833637281,100
2-UPS,imdbAuxDS,Prediction_Entropy,0.0612434058049823,0.0622300464619988,5.2,3.188340828923299,100
2-UPS,SSTtestAuxDS,Confidence_Score,0.0381732741973927,0.0241214197439738,8.8,3.566124139638208,100
2-UPS,SSTtestAuxDS,Prediction_Entropy,0.0628567912741406,0.0674299835255354,1.6,1.3544307876819286,100
DeepEST,imdb300AuxDS,Confidence_Score,0.0465674903761751,0.0262210634752907,72.23333333333333,2.967447914696529,200
DeepEST,imdb300AuxDS,Prediction_Entropy,0.0417137370522091,0.0266600349672248,73.3,3.621297157573274,200
DeepEST,imdbAuxDS,Confidence_Score,0.0429367974183334,0.0377010603286563,76.36666666666666,6.321737721235512,200
DeepEST,imdbAuxDS,Prediction_Entropy,0.0341285946972798,0.0220212937024386,75.83333333333333,5.907816758378235,200
DeepEST,SSTtestAuxDS,Confidence_Score,0.0287440585827894,0.0172744215504212,35.9,2.8809720581775866,200
DeepEST,SSTtestAuxDS,Prediction_Entropy,0.0325866672436175,0.0233546167692437,37.93333333333333,2.6120850877693718,200
GBS,imdb300AuxDS,Confidence_Score,0.0182117178395303,0.0125896783120141,20.933333333333337,3.628748557278944,200
GBS,imdb300AuxDS,Prediction_Entropy,0.0237592087410334,0.0125896783120141,21.23333333333333,4.717416982682976,200
GBS,imdbAuxDS,Confidence_Score,0.0169241444884716,0.0100079968025574,22.933333333333337,3.331493745260921,200
GBS,imdbAuxDS,Prediction_Entropy,0.0196254936243652,0.0145999999999999,22.0,3.991370000733911,200
GBS,SSTtestAuxDS,Confidence_Score,0.0220179171348945,0.0125700164744645,18.166666666666668,3.5533697783384706,200
GBS,SSTtestAuxDS,Prediction_Entropy,0.0160584834689867,0.0075700164744645,15.433333333333334,3.26616228806133,200
RHC-S,imdb300AuxDS,Confidence_Score,0.0295950270521307,0.023838450908687,16.5,4.516254169567733,200
RHC-S,imdb300AuxDS,Prediction_Entropy,0.0234781809082186,0.0163684149799556,62.43333333333333,4.561331727295964,200
RHC-S,imdbAuxDS,Confidence_Score,0.0258495290051231,0.0154267711290942,18.666666666666668,4.088110037433058,200
RHC-S,imdbAuxDS,Prediction_Entropy,0.0233324635129926,0.0156667731726008,70.13333333333334,6.339440491646438,200
RHC-S,SSTtestAuxDS,Confidence_Score,0.0182437766529992,0.0124768631542818,13.333333333333334,2.8567323186168294,200
RHC-S,SSTtestAuxDS,Prediction_Entropy,0.0181416098521471,0.0124345730353252,49.8,4.751769180508202,200
SSRS,imdb300AuxDS,Confidence_Score,0.2969750270084451,0.2965105394416866,79.43333333333334,4.4542372955487535,200
SSRS,imdb300AuxDS,Prediction_Entropy,0.2530645503950853,0.2515124251403894,70.6,4.716807804232537,200
SSRS,imdbAuxDS,Confidence_Score,0.2877245094414677,0.2871108845028345,79.23333333333333,6.81622472782624,200
SSRS,imdbAuxDS,Prediction_Entropy,0.2417097294966284,0.2396521646052878,70.1,5.665077532415233,200
SSRS,SSTtestAuxDS,Confidence_Score,0.2911965801458496,0.2909910691060435,70.03333333333333,0.8087168778415269,200
SSRS,SSTtestAuxDS,Prediction_Entropy,0.2763299428754409,0.2775700164744645,70.7,2.437494473910624,200
SUPS,imdb300AuxDS,Confidence_Score,0.0415964599078539,0.0278059261532158,74.46666666666667,6.579662151128166,200
SUPS,imdb300AuxDS,Prediction_Entropy,0.0341990199922291,0.0138223800075078,67.93333333333334,5.96503220405408,200
SUPS,imdbAuxDS,Confidence_Score,0.0363161499196308,0.0212433192269122,78.8,7.0876288530523865,200
SUPS,imdbAuxDS,Prediction_Entropy,0.0316834397988951,0.0208179157926817,71.46666666666667,6.553405712816933,200
SUPS,SSTtestAuxDS,Confidence_Score,0.0556881415072817,0.0244284634755902,85.33333333333333,8.44998809765876,200
SUPS,SSTtestAuxDS,Prediction_Entropy,0.0240545672255529,0.0171995676663208,70.2,7.411082102570075,200
SRS,imdb300AuxDS,Confidence_Score,0.020764553129472,0.0150332963783729,20.23333333333333,4.223769629733312,200
SRS,imdb300AuxDS,Prediction_Entropy,0.0189780575050943,0.014,20.5,3.8484210824162943,200
SRS,imdbAuxDS,Confidence_Score,0.0171957359055474,0.0104,21.866666666666667,3.4912040540659373,200
SRS,imdbAuxDS,Prediction_Entropy,0.0256994163357847,0.0195999999999999,22.966666666666665,5.14937782203083,200
SRS,SSTtestAuxDS,Confidence_Score,0.0202590333760918,0.0125700164744645,16.7,3.931745247298605,200
SRS,SSTtestAuxDS,Prediction_Entropy,0.0166842742318918,0.0124299835255354,16.133333333333333,3.3294229937429645,200
2-UPS,imdb300AuxDS,Confidence_Score,0.0198441626747505,0.0108419880673924,20.366666666666667,3.9346676092654,200
2-UPS,imdb300AuxDS,Prediction_Entropy,0.0519580005869477,0.0511829846973877,9.866666666666667,3.319049857116188,200
2-UPS,imdbAuxDS,Confidence_Score,0.0293373028240849,0.0211472799418522,23.466666666666665,5.667410363639204,200
2-UPS,imdbAuxDS,Prediction_Entropy,0.0638698085967613,0.0625986907974182,9.233333333333333,3.40064226523343,200
2-UPS,SSTtestAuxDS,Confidence_Score,0.0177193669004076,0.0127198040767733,16.566666666666666,3.2976829204273352,200
2-UPS,SSTtestAuxDS,Prediction_Entropy,0.0607960765171524,0.0599821050428454,3.466666666666667,1.8705214713316296,200
DeepEST,imdb300AuxDS,Confidence_Score,0.0194216304437551,0.0143878199777949,88.5,4.183300132670378,400
DeepEST,imdb300AuxDS,Prediction_Entropy,0.025431073197671,0.0197059431618819,105.7,3.5051685974503037,400
DeepEST,imdbAuxDS,Confidence_Score,0.0394993945928728,0.0235408704789784,150.66666666666666,13.149887460730795,400
DeepEST,imdbAuxDS,Prediction_Entropy,0.025316879099933,0.0181329386313464,148.96666666666667,8.751288903428131,400
DeepEST,SSTtestAuxDS,Confidence_Score,0.0131919473743026,0.0110617485285309,47.93333333333333,4.225810131130812,400
DeepEST,SSTtestAuxDS,Prediction_Entropy,0.0158658193230252,0.0110326979835496,50.4,3.489886867052797,400
GBS,imdb300AuxDS,Confidence_Score,0.0117933597135563,0.0075663729752107,41.8,4.581823157682525,400
GBS,imdb300AuxDS,Prediction_Entropy,0.0172070721894613,0.0112527774349269,40.4,7.000492593505412,400
GBS,imdbAuxDS,Confidence_Score,0.0167494278509247,0.0142051047162631,43.6,6.790459839185137,400
GBS,imdbAuxDS,Prediction_Entropy,0.0179687692028882,0.0145999999999999,44.93333333333333,7.267942522182404,400
GBS,SSTtestAuxDS,Confidence_Score,0.0143586853001161,0.0099299835255354,34.333333333333336,4.736747999334078,400
GBS,SSTtestAuxDS,Prediction_Entropy,0.0131519872173461,0.0100002451123308,29.366666666666667,5.095524292562243,400
RHC-S,imdb300AuxDS,Confidence_Score,0.0243775522762989,0.0112322912682277,35.2,4.1306257353477625,400
RHC-S,imdb300AuxDS,Prediction_Entropy,0.0221118047866868,0.0141448678448783,102.83333333333331,5.983214067264572,400
RHC-S,imdbAuxDS,Confidence_Score,0.0215716409478591,0.0160549697287658,37.13333333333333,6.123630506057061,400
RHC-S,imdbAuxDS,Prediction_Entropy,0.0323705750649121,0.0123947239882614,140.93333333333334,8.91311831857513,400
RHC-S,SSTtestAuxDS,Confidence_Score,0.0141468726589712,0.0089972318923861,26.23333333333333,4.399712634294178,400
RHC-S,SSTtestAuxDS,Prediction_Entropy,0.0192083852436106,0.0124145333340081,76.16666666666667,3.5143384459445106,400
SSRS,imdb300AuxDS,Confidence_Score,0.2844005574632689,0.282480825958702,130.63333333333333,1.8659070704090008,400
SSRS,imdb300AuxDS,Prediction_Entropy,0.2503104738786081,0.249,140.46666666666667,3.4514697852017933,400
SSRS,imdbAuxDS,Confidence_Score,0.2805241403753575,0.2833527571773389,155.93333333333334,10.05479241828058,400
SSRS,imdbAuxDS,Prediction_Entropy,0.2573648059337821,0.2571,146.8,8.066106183625234,400
SSRS,SSTtestAuxDS,Confidence_Score,0.2785053513664659,0.2775700164744645,71.16666666666667,1.5331584108120329,400
SSRS,SSTtestAuxDS,Prediction_Entropy,0.2496701623670639,0.2501562233710163,75.86666666666666,1.5698305055298023,400
SUPS,imdb300AuxDS,Confidence_Score,0.0326891281191199,0.0177981868034326,148.53333333333333,8.394305678023166,400
SUPS,imdb300AuxDS,Prediction_Entropy,0.0276555579243153,0.0195488490460445,131.86666666666667,10.217406828488848,400
SUPS,imdbAuxDS,Confidence_Score,0.0242715074512209,0.0185053275225114,159.36666666666667,10.169200739397414,400
SUPS,imdbAuxDS,Prediction_Entropy,0.0229288639281798,0.0171344956310414,138.33333333333334,9.24879613166262,400
SUPS,SSTtestAuxDS,Confidence_Score,0.0592816673968668,0.0199897659269168,173.03333333333333,10.283845159490092,400
SUPS,SSTtestAuxDS,Prediction_Entropy,0.0177852280422484,0.0098832383787263,145.93333333333334,9.744789353302098,400
SRS,imdb300AuxDS,Confidence_Score,0.0173721520447717,0.0125399362039844,40.96666666666667,7.04411387116116,400
SRS,imdb300AuxDS,Prediction_Entropy,0.0170916646351372,0.0087535707000057,42.56666666666667,6.595104419101381,400
SRS,imdbAuxDS,Confidence_Score,0.015865633719878,0.011282065413744,46.03333333333333,6.167117100666512,400
SRS,imdbAuxDS,Prediction_Entropy,0.0187996453867265,0.0125063983624383,43.2,7.585830711676006,400
SRS,SSTtestAuxDS,Confidence_Score,0.0157723900474584,0.0088292050106753,31.633333333333333,6.38145661316812,400
SRS,SSTtestAuxDS,Prediction_Entropy,0.0136246694784408,0.0113117134475965,31.6,5.506109459437793,400
2-UPS,imdb300AuxDS,Confidence_Score,0.0198251618813249,0.0173993386043947,41.53333333333333,7.881595030822446,400
2-UPS,imdb300AuxDS,Prediction_Entropy,0.0508001419828834,0.0509854467163782,19.966666666666665,3.408744670679378,400
2-UPS,imdbAuxDS,Confidence_Score,0.0179078220776463,0.0154424714331804,42.36666666666667,7.203846354472767,400
2-UPS,imdbAuxDS,Prediction_Entropy,0.0590297390266662,0.0596600081426974,20.6,5.417723150727714,400
2-UPS,SSTtestAuxDS,Confidence_Score,0.0167098603041106,0.0104321480795025,33.266666666666666,6.241868273219956,400
2-UPS,SSTtestAuxDS,Prediction_Entropy,0.0599354897669834,0.0599299835255354,7.1,2.2491377658238663,400
DeepEST,imdb300AuxDS,Confidence_Score,0.0123045127474783,0.0091771703370456,123.26666666666668,8.055554234376956,800
DeepEST,imdb300AuxDS,Prediction_Entropy,0.0143886011027656,0.012965756396408,135.0,6.125131947910211,800
DeepEST,imdbAuxDS,Confidence_Score,0.0181010745030089,0.0128220345681372,305.2,11.541230437002808,800
DeepEST,imdbAuxDS,Prediction_Entropy,0.0236459086225382,0.0180010547627524,302.96666666666664,11.254066953262084,800
DeepEST,SSTtestAuxDS,Confidence_Score,0.0081660269112761,0.0066097778301737,74.66666666666667,6.183032027854235,800
DeepEST,SSTtestAuxDS,Prediction_Entropy,0.0073953334017066,0.005435870341446,76.83333333333333,4.6467143255195404,800
GBS,imdb300AuxDS,Confidence_Score,0.0109158714723104,0.00775,83.63333333333334,8.401491383752314,800
GBS,imdb300AuxDS,Prediction_Entropy,0.009740379869389,0.0072499999999999,78.53333333333333,7.582799652813772,800
GBS,imdbAuxDS,Confidence_Score,0.0095578065824051,0.0068786808328341,86.6,7.577644070235313,800
GBS,imdbAuxDS,Prediction_Entropy,0.0104377919120856,0.0058499999999999,88.06666666666666,8.489073436841736,800
GBS,SSTtestAuxDS,Confidence_Score,0.0081846940836872,0.0075003268133259,65.6,5.524865421984003,800
GBS,SSTtestAuxDS,Prediction_Entropy,0.0068662431965768,0.0050700164744645,61.43333333333333,5.56270421296329,800
RHC-S,imdb300AuxDS,Confidence_Score,0.0141590496419994,0.009023042317179,71.76666666666667,7.837501947789819,800
RHC-S,imdb300AuxDS,Prediction_Entropy,0.0083798311595913,0.0054513049968378,166.6,7.132248279276415,800
RHC-S,imdbAuxDS,Confidence_Score,0.0310806653201162,0.0093310798044615,73.9,6.402316391152018,800
RHC-S,imdbAuxDS,Prediction_Entropy,0.0188464384933783,0.0079323140291548,279.56666666666666,15.005018317637724,800
RHC-S,SSTtestAuxDS,Confidence_Score,0.011299843383921,0.0053650226619044,54.86666666666667,4.25670532570497,800
RHC-S,SSTtestAuxDS,Prediction_Entropy,0.0078592767237964,0.0037936076231259,105.3,4.211232926189275,800
SSRS,imdb300AuxDS,Confidence_Score,0.2645057790284157,0.2664540682414699,139.2,3.4680810554104062,800
SSRS,imdb300AuxDS,Prediction_Entropy,0.2146410923452718,0.2130655105973025,163.73333333333332,4.409498629200324,800
SSRS,imdbAuxDS,Confidence_Score,0.2798861144882563,0.2795999999999999,311.76666666666665,14.625634871768773,800
SSRS,imdbAuxDS,Prediction_Entropy,0.2521450384534001,0.2471284534407156,289.6333333333333,12.957445824654275,800
SSRS,SSTtestAuxDS,Confidence_Score,0.2631883118415611,0.2627625838435484,74.56666666666666,1.8510636892363257,800
SSRS,SSTtestAuxDS,Prediction_Entropy,0.2170420853230467,0.2152529433037329,84.43333333333334,3.2129407877748264,800
SUPS,imdb300AuxDS,Confidence_Score,0.0316693301961109,0.0132783620129634,297.1,13.85229969703774,800
SUPS,imdb300AuxDS,Prediction_Entropy,0.0135472504317559,0.0093264684639148,263.8333333333333,11.166709555587564,800
SUPS,imdbAuxDS,Confidence_Score,0.036838647347217,0.0128342840116006,319.8,14.094263934738448,800
SUPS,imdbAuxDS,Prediction_Entropy,0.0131969706475943,0.0097650772766816,283.8333333333333,14.755672978806194,800
SUPS,SSTtestAuxDS,Confidence_Score,0.0320740998592244,0.0137412121936773,350.5,12.672941579438534,800
SUPS,SSTtestAuxDS,Prediction_Entropy,0.0148257772517314,0.0060296848039057,285.53333333333336,14.76186450548036,800
SRS,imdb300AuxDS,Confidence_Score,0.0100488390705925,0.0068852196769602,81.8,8.11299511001778,800
SRS,imdb300AuxDS,Prediction_Entropy,0.0078388721552699,0.0050062460986252,80.96666666666667,6.37605073603604,800
SRS,imdbAuxDS,Confidence_Score,0.013101192693797,0.0110427012093962,85.63333333333334,10.303944117075565,800
SRS,imdbAuxDS,Prediction_Entropy,0.0114362180520193,0.0079,85.96666666666667,8.992269988174836,800
SRS,SSTtestAuxDS,Confidence_Score,0.0085147795113306,0.0062503921722317,59.6,6.505170357439562,800
SRS,SSTtestAuxDS,Prediction_Entropy,0.01038865453793,0.0081439322021745,63.8,8.239517896844074,800
2-UPS,imdb300AuxDS,Confidence_Score,0.0132873813691619,0.0110116916940337,84.56666666666666,9.971280598880425,800
2-UPS,imdb300AuxDS,Prediction_Entropy,0.054908507997478,0.055226518773989,36.66666666666666,4.7002078701892005,800
2-UPS,imdbAuxDS,Confidence_Score,0.010764778122648,0.0075481392326676,91.0,8.107042489776063,800
2-UPS,imdbAuxDS,Prediction_Entropy,0.0614069818791208,0.0646774254979294,39.3,8.13739770315488,800
2-UPS,SSTtestAuxDS,Confidence_Score,0.0130133503510116,0.0071124460709644,68.33333333333333,7.8667056301392355,800
2-UPS,SSTtestAuxDS,Prediction_Entropy,0.057236593243992,0.056808421720167,16.366666666666667,4.475861183429769,800
